,id,sex,age,stature,order,bodyweight,condition,trial,imp_mom_height,ft_height
1,1,m,18,190,shakey_no_shakey,73.3,shakey,1,37.3,36.1
2,1,m,18,190,shakey_no_shakey,73.3,shakey,2,31.6,32
3,1,m,18,190,shakey_no_shakey,73.3,shakey,3,40.3,40.2
4,1,m,18,190,shakey_no_shakey,73.3,shakey,4,38.4,37.5
5,1,m,18,190,shakey_no_shakey,73.3,shakey,5,40.8,40.5
6,1,m,18,190,shakey_no_shakey,73.3,shakey,6,42,42.8
7,1,m,18,190,shakey_no_shakey,73.3,shakey,7,38.7,39.7
8,1,m,18,190,shakey_no_shakey,73.3,shakey,8,40.9,40.1
9,1,m,18,190,shakey_no_shakey,73.3,shakey,9,41.2,41.2
10,1,m,18,190,shakey_no_shakey,73.3,shakey,10,42.1,45.3
11,1,m,18,190,shakey_no_shakey,74.2,noshakey,1,39.6,38.4
12,1,m,18,190,shakey_no_shakey,74.2,noshakey,2,39.4,39.3
13,1,m,18,190,shakey_no_shakey,74.2,noshakey,3,38.6,38
14,1,m,18,190,shakey_no_shakey,74.2,noshakey,4,40.1,40.4
15,1,m,18,190,shakey_no_shakey,74.2,noshakey,5,40.5,40.5
16,1,m,18,190,shakey_no_shakey,74.2,noshakey,6,38.5,40.2
17,1,m,18,190,shakey_no_shakey,74.2,noshakey,7,39.3,37.9
18,1,m,18,190,shakey_no_shakey,74.2,noshakey,8,40.8,41.2
19,1,m,18,190,shakey_no_shakey,74.2,noshakey,9,38.2,38.9
20,1,m,18,190,shakey_no_shakey,74.2,noshakey,10,43.1,40.7
21,2,m,20,177,no_shakey_shakey,80.1,shakey,1,30.6,30.6
22,2,m,20,177,no_shakey_shakey,80.1,shakey,2,31.6,31
23,2,m,20,177,no_shakey_shakey,80.1,shakey,3,33.5,32.9
24,2,m,20,177,no_shakey_shakey,80.1,shakey,4,34.4,34.3
25,2,m,20,177,no_shakey_shakey,80.1,shakey,5,34.1,33.4
26,2,m,20,177,no_shakey_shakey,80.1,shakey,6,34.5,33.7
27,2,m,20,177,no_shakey_shakey,80.1,shakey,7,35.1,35.1
28,2,m,20,177,no_shakey_shakey,80.1,shakey,8,32.7,32.4
29,2,m,20,177,no_shakey_shakey,80.1,shakey,9,36.1,36.4
30,2,m,20,177,no_shakey_shakey,80.1,shakey,10,35.3,34.7
31,2,m,20,177,no_shakey_shakey,80.2,noshakey,1,33.2,32.8
32,2,m,20,177,no_shakey_shakey,80.2,noshakey,2,31.2,32
33,2,m,20,177,no_shakey_shakey,80.2,noshakey,3,33.9,34
34,2,m,20,177,no_shakey_shakey,80.2,noshakey,4,33.2,34.4
35,2,m,20,177,no_shakey_shakey,80.2,noshakey,5,34.2,34.8
36,2,m,20,177,no_shakey_shakey,80.2,noshakey,6,32.1,32.5
37,2,m,20,177,no_shakey_shakey,80.2,noshakey,7,32.9,35.2
38,2,m,20,177,no_shakey_shakey,80.2,noshakey,8,35.4,35
39,2,m,20,177,no_shakey_shakey,80.2,noshakey,9,33.9,34.6
40,2,m,20,177,no_shakey_shakey,80.2,noshakey,10,33.7,34.2
41,3,f,19,169,shakey_no_shakey,67.2,shakey,1,14.5,19.2
42,3,f,19,169,shakey_no_shakey,67.2,shakey,2,14.5,18.6
43,3,f,19,169,shakey_no_shakey,67.2,shakey,3,12.9,18
44,3,f,19,169,shakey_no_shakey,67.2,shakey,4,16.3,18.4
45,3,f,19,169,shakey_no_shakey,67.2,shakey,5,16.1,21.3
46,3,f,19,169,shakey_no_shakey,67.2,shakey,6,15.3,17.7
47,3,f,19,169,shakey_no_shakey,67.2,shakey,7,16.1,21
48,3,f,19,169,shakey_no_shakey,67.2,shakey,8,15.9,21.4
49,3,f,19,169,shakey_no_shakey,67.2,shakey,9,16.1,22.1
50,3,f,19,169,shakey_no_shakey,67.2,shakey,10,15.8,19.74444444
51,3,f,19,169,shakey_no_shakey,65.5,noshakey,1,16.4,18.8
52,3,f,19,169,shakey_no_shakey,65.5,noshakey,2,15.2,17.9
53,3,f,19,169,shakey_no_shakey,65.5,noshakey,3,14.5,16.3
54,3,f,19,169,shakey_no_shakey,65.5,noshakey,4,15.9,18.2
55,3,f,19,169,shakey_no_shakey,65.5,noshakey,5,15.7,16.5
56,3,f,19,169,shakey_no_shakey,65.5,noshakey,6,15.4,17.3
57,3,f,19,169,shakey_no_shakey,65.5,noshakey,7,12.7,13.9
58,3,f,19,169,shakey_no_shakey,65.5,noshakey,8,14,15.5
59,3,f,19,169,shakey_no_shakey,65.5,noshakey,9,15.2,16.3
60,3,f,19,169,shakey_no_shakey,65.5,noshakey,10,15.8,20
61,4,m,18,176,no_shakey_shakey,67.1,shakey,1,33.9,34.6
62,4,m,18,176,no_shakey_shakey,67.1,shakey,2,39.4,37.2
63,4,m,18,176,no_shakey_shakey,67.1,shakey,3,33.4,36.5
64,4,m,18,176,no_shakey_shakey,67.1,shakey,4,37.4,37.6
65,4,m,18,176,no_shakey_shakey,67.1,shakey,5,38.7,39.7
66,4,m,18,176,no_shakey_shakey,67.1,shakey,6,39.1,37.8
67,4,m,18,176,no_shakey_shakey,67.1,shakey,7,36.5,33.9
68,4,m,18,176,no_shakey_shakey,67.1,shakey,8,35.7,37.5
69,4,m,18,176,no_shakey_shakey,67.1,shakey,9,34.8,32.9
70,4,m,18,176,no_shakey_shakey,67.1,shakey,10,38.3,38.9
71,4,m,18,176,no_shakey_shakey,66,noshakey,1,33.8,32.8
72,4,m,18,176,no_shakey_shakey,66,noshakey,2,35.1,33.5
73,4,m,18,176,no_shakey_shakey,66,noshakey,3,33,31.9
74,4,m,18,176,no_shakey_shakey,66,noshakey,4,34.7,32.1
75,4,m,18,176,no_shakey_shakey,66,noshakey,5,35.6,34.7
76,4,m,18,176,no_shakey_shakey,66,noshakey,6,34.2,34.7
77,4,m,18,176,no_shakey_shakey,66,noshakey,7,32.7,32.4
78,4,m,18,176,no_shakey_shakey,66,noshakey,8,33.7,33
79,4,m,18,176,no_shakey_shakey,66,noshakey,9,35,36.3
80,4,m,18,176,no_shakey_shakey,66,noshakey,10,39.6,39.3
81,5,m,18,180.5,no_shakey_shakey,77.8,shakey,1,31.3,31.9
82,5,m,18,180.5,no_shakey_shakey,77.8,shakey,2,33,33.8
83,5,m,18,180.5,no_shakey_shakey,77.8,shakey,3,33.8,34.2
84,5,m,18,180.5,no_shakey_shakey,77.8,shakey,4,34.2,34.6
85,5,m,18,180.5,no_shakey_shakey,77.8,shakey,5,32.7,32.9
86,5,m,18,180.5,no_shakey_shakey,77.8,shakey,6,33.7,34.7
87,5,m,18,180.5,no_shakey_shakey,77.8,shakey,7,32.7,33.7
88,5,m,18,180.5,no_shakey_shakey,77.8,shakey,8,33.4,35
89,5,m,18,180.5,no_shakey_shakey,77.8,shakey,9,32.7,33.8
90,5,m,18,180.5,no_shakey_shakey,77.8,shakey,10,35.5,36.3
91,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,1,31.8,32.8
92,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,2,31.4,32.4
93,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,3,34.2,36
94,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,4,31.5,32.9
95,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,5,33.2,34.6
96,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,6,31.5,34.2
97,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,7,34,35.5
98,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,8,33.4,35.2
99,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,9,33,35.2
100,5,m,18,180.5,no_shakey_shakey,77.21,noshakey,10,33.8,36.4
101,6,f,18,166,shakey_no_shakey,52,shakey,1,19.1,19
102,6,f,18,166,shakey_no_shakey,52,shakey,2,18,18.2
103,6,f,18,166,shakey_no_shakey,52,shakey,3,16.9,17.2
104,6,f,18,166,shakey_no_shakey,52,shakey,4,16.9,17.4
105,6,f,18,166,shakey_no_shakey,52,shakey,5,17.1,18.1
106,6,f,18,166,shakey_no_shakey,52,shakey,6,17,17.1
107,6,f,18,166,shakey_no_shakey,52,shakey,7,17.8,17.9
108,6,f,18,166,shakey_no_shakey,52,shakey,8,16.9,17.3
109,6,f,18,166,shakey_no_shakey,52,shakey,9,14.4,14.5
110,6,f,18,166,shakey_no_shakey,52,shakey,10,14.4,14.8
111,6,f,18,166,shakey_no_shakey,52.6,noshakey,1,13.7,13.5
112,6,f,18,166,shakey_no_shakey,52.6,noshakey,2,12.9,13.3
113,6,f,18,166,shakey_no_shakey,52.6,noshakey,3,15.1,14.8
114,6,f,18,166,shakey_no_shakey,52.6,noshakey,4,14.5,13.8
115,6,f,18,166,shakey_no_shakey,52.6,noshakey,5,13.8,13.8
116,6,f,18,166,shakey_no_shakey,52.6,noshakey,6,13.3,13.6
117,6,f,18,166,shakey_no_shakey,52.6,noshakey,7,16.1,14.8
118,6,f,18,166,shakey_no_shakey,52.6,noshakey,8,12.4,12.3
119,6,f,18,166,shakey_no_shakey,52.6,noshakey,9,11.5,11.2
120,6,f,18,166,shakey_no_shakey,52.6,noshakey,10,11.7,12
121,7,f,47,163.3,shakey_no_shakey,74.5,shakey,1,16.6,15.9
122,7,f,47,163.3,shakey_no_shakey,74.5,shakey,2,17.5,17.1
123,7,f,47,163.3,shakey_no_shakey,74.5,shakey,3,18.2,17.4
124,7,f,47,163.3,shakey_no_shakey,74.5,shakey,4,17.3,17.2
125,7,f,47,163.3,shakey_no_shakey,74.5,shakey,5,16,15.7
126,7,f,47,163.3,shakey_no_shakey,74.5,shakey,6,16.5,16.3
127,7,f,47,163.3,shakey_no_shakey,74.5,shakey,7,16.4,15.8
128,7,f,47,163.3,shakey_no_shakey,74.5,shakey,8,17.4,17.2
129,7,f,47,163.3,shakey_no_shakey,74.5,shakey,9,16.7,17
130,7,f,47,163.3,shakey_no_shakey,74.5,shakey,10,17.6,16.9
131,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,1,14.3,14
132,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,2,15.6,15.4
133,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,3,14.4,14.2
134,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,4,14.7,14.3
135,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,5,16.1,15.6
136,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,6,14.9,14.5
137,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,7,15.2,15.5
138,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,8,16.2,16
139,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,9,14.9,14.4
140,7,f,47,163.3,shakey_no_shakey,75.1,noshakey,10,16,15.8
141,8,m,35,184,no_shakey_no shakey,74.5,shakey,1,32.1,32.5
142,8,m,35,184,no_shakey_no shakey,74.5,shakey,2,33.1,33.8
143,8,m,35,184,no_shakey_no shakey,74.5,shakey,3,31.9,32.8
144,8,m,35,184,no_shakey_no shakey,74.5,shakey,4,33.3,34.2
145,8,m,35,184,no_shakey_no shakey,74.5,shakey,5,33.7,34.3
146,8,m,35,184,no_shakey_no shakey,74.5,shakey,6,33.3,33.4
147,8,m,35,184,no_shakey_no shakey,74.5,shakey,7,34.6,34.6
148,8,m,35,184,no_shakey_no shakey,74.5,shakey,8,33.3,33.8
149,8,m,35,184,no_shakey_no shakey,74.5,shakey,9,33.2,34.2
150,8,m,35,184,no_shakey_no shakey,74.5,shakey,10,33.8,34.8
151,8,m,35,184,no_shakey_no shakey,74.1,noshakey,1,30.2,31.5
152,8,m,35,184,no_shakey_no shakey,74.1,noshakey,2,30.2,30.8
153,8,m,35,184,no_shakey_no shakey,74.1,noshakey,3,30.9,31.6
154,8,m,35,184,no_shakey_no shakey,74.1,noshakey,4,30.3,31.3
155,8,m,35,184,no_shakey_no shakey,74.1,noshakey,5,30.9,32.1
156,8,m,35,184,no_shakey_no shakey,74.1,noshakey,6,31.4,31.8
157,8,m,35,184,no_shakey_no shakey,74.1,noshakey,7,30.8,31.4
158,8,m,35,184,no_shakey_no shakey,74.1,noshakey,8,31.3,31.4
159,8,m,35,184,no_shakey_no shakey,74.1,noshakey,9,31.1,31.5
160,8,m,35,184,no_shakey_no shakey,74.1,noshakey,10,32.7,33.1
161,9,m,19,171,shakey_no_shakey,58.9,shakey,1,27.2,26.7
162,9,m,19,171,shakey_no_shakey,58.9,shakey,2,28.6,29
163,9,m,19,171,shakey_no_shakey,58.9,shakey,3,27.1,27.2
164,9,m,19,171,shakey_no_shakey,58.9,shakey,4,26.9,28.6
165,9,m,19,171,shakey_no_shakey,58.9,shakey,5,28.2,28.5
166,9,m,19,171,shakey_no_shakey,58.9,shakey,6,31.6,31.3
167,9,m,19,171,shakey_no_shakey,58.9,shakey,7,31,30.3
168,9,m,19,171,shakey_no_shakey,58.9,shakey,8,30.1,30.4
169,9,m,19,171,shakey_no_shakey,58.9,shakey,9,27.2,28
170,9,m,19,171,shakey_no_shakey,58.9,shakey,10,30.8,31
171,9,m,19,171,shakey_no_shakey,61,noshakey,1,24.7,24.1
172,9,m,19,171,shakey_no_shakey,61,noshakey,2,24.5,26.4
173,9,m,19,171,shakey_no_shakey,61,noshakey,3,25.7,26.3
174,9,m,19,171,shakey_no_shakey,61,noshakey,4,25.8,26.6
175,9,m,19,171,shakey_no_shakey,61,noshakey,5,24.5,25.2
176,9,m,19,171,shakey_no_shakey,61,noshakey,6,25.9,27.3
177,9,m,19,171,shakey_no_shakey,61,noshakey,7,24.9,26.7
178,9,m,19,171,shakey_no_shakey,61,noshakey,8,25.2,26.5
179,9,m,19,171,shakey_no_shakey,61,noshakey,9,24.8,24.5
180,9,m,19,171,shakey_no_shakey,61,noshakey,10,24.6,24.8
181,10,m,19,185.5,no_shakey_shakey,86.6,shakey,1,34.7,36.1
182,10,m,19,185.5,no_shakey_shakey,86.6,shakey,2,37.1,38.6
183,10,m,19,185.5,no_shakey_shakey,86.6,shakey,3,37.2,38.6
184,10,m,19,185.5,no_shakey_shakey,86.6,shakey,4,37.1,39.3
185,10,m,19,185.5,no_shakey_shakey,86.6,shakey,5,37.2,39.5
186,10,m,19,185.5,no_shakey_shakey,86.6,shakey,6,36.5,37.5
187,10,m,19,185.5,no_shakey_shakey,86.6,shakey,7,36.3,38.3
188,10,m,19,185.5,no_shakey_shakey,86.6,shakey,8,36.6,38.3
189,10,m,19,185.5,no_shakey_shakey,86.6,shakey,9,38.2,40.2
190,10,m,19,185.5,no_shakey_shakey,86.6,shakey,10,37.8,41.1
191,10,m,19,185.5,no_shakey_shakey,86,noshakey,1,37.3,39.1
192,10,m,19,185.5,no_shakey_shakey,86,noshakey,2,38.4,41.5
193,10,m,19,185.5,no_shakey_shakey,86,noshakey,3,38.4,40.1
194,10,m,19,185.5,no_shakey_shakey,86,noshakey,4,38.2,41.2
195,10,m,19,185.5,no_shakey_shakey,86,noshakey,5,37.2,40.4
196,10,m,19,185.5,no_shakey_shakey,86,noshakey,6,37.4,39.1
197,10,m,19,185.5,no_shakey_shakey,86,noshakey,7,39.2,42.2
198,10,m,19,185.5,no_shakey_shakey,86,noshakey,8,38.4,41.4
199,10,m,19,185.5,no_shakey_shakey,86,noshakey,9,40.1,43.5
200,10,m,19,185.5,no_shakey_shakey,86,noshakey,10,39.6,42
201,11,f,19,169,no_shakey_shakey,63,shakey,1,17.7,18.5
202,11,f,19,169,no_shakey_shakey,63,shakey,2,18.6,20.5
203,11,f,19,169,no_shakey_shakey,63,shakey,3,19.2,20.3
204,11,f,19,169,no_shakey_shakey,63,shakey,4,20.6,21
205,11,f,19,169,no_shakey_shakey,63,shakey,5,19.4,20.6
206,11,f,19,169,no_shakey_shakey,63,shakey,6,19.7,19.9
207,11,f,19,169,no_shakey_shakey,63,shakey,7,20,21.6
208,11,f,19,169,no_shakey_shakey,63,shakey,8,20.6,21.8
209,11,f,19,169,no_shakey_shakey,63,shakey,9,19.6,21.1
210,11,f,19,169,no_shakey_shakey,63,shakey,10,20.4,20.8
211,11,f,19,169,no_shakey_shakey,63.8,noshakey,1,19,20.3
212,11,f,19,169,no_shakey_shakey,63.8,noshakey,2,18.1,20.6
213,11,f,19,169,no_shakey_shakey,63.8,noshakey,3,17.7,19.3
214,11,f,19,169,no_shakey_shakey,63.8,noshakey,4,17.5,20
215,11,f,19,169,no_shakey_shakey,63.8,noshakey,5,18.7,19.3
216,11,f,19,169,no_shakey_shakey,63.8,noshakey,6,18,19.9
217,11,f,19,169,no_shakey_shakey,63.8,noshakey,7,17.3,19.7
218,11,f,19,169,no_shakey_shakey,63.8,noshakey,8,19,20.6
219,11,f,19,169,no_shakey_shakey,63.8,noshakey,9,18.8,20.7
220,11,f,19,169,no_shakey_shakey,63.8,noshakey,10,18.4,20.7
221,12,f,20,172.7,shakey_no_shakey,62.4,shakey,1,13.7,13.9
222,12,f,20,172.7,shakey_no_shakey,62.4,shakey,2,17.2,16.6
223,12,f,20,172.7,shakey_no_shakey,62.4,shakey,3,15.6,16
224,12,f,20,172.7,shakey_no_shakey,62.4,shakey,4,17.1,16.6
225,12,f,20,172.7,shakey_no_shakey,62.4,shakey,5,17.7,16.1
226,12,f,20,172.7,shakey_no_shakey,62.4,shakey,6,16.4,17.1
227,12,f,20,172.7,shakey_no_shakey,62.4,shakey,7,16.7,17
228,12,f,20,172.7,shakey_no_shakey,62.4,shakey,8,17.2,18
229,12,f,20,172.7,shakey_no_shakey,62.4,shakey,9,19.5,18.7
230,12,f,20,172.7,shakey_no_shakey,62.4,shakey,10,16.6,17.8
231,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,1,12.5,12.4
232,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,2,13.5,13.3
233,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,3,11.5,11.4
234,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,4,11.4,11.2
235,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,5,12.4,12.2
236,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,6,12.4,12
237,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,7,11.1,10.8
238,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,8,10.9,10.5
239,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,9,12.6,12
240,12,f,20,172.7,shakey_no_shakey,63.2,noshakey,10,8.5,8.6
241,13,m,18,184.6,no_shakey_shakey,70.2,shakey,1,32.6,32.9
242,13,m,18,184.6,no_shakey_shakey,70.2,shakey,2,28.4,28.7
243,13,m,18,184.6,no_shakey_shakey,70.2,shakey,3,30.8,31.4
244,13,m,18,184.6,no_shakey_shakey,70.2,shakey,4,32.3,32.1
245,13,m,18,184.6,no_shakey_shakey,70.2,shakey,5,29.3,29.7
246,13,m,18,184.6,no_shakey_shakey,70.2,shakey,6,27.9,28.5
247,13,m,18,184.6,no_shakey_shakey,70.2,shakey,7,28.7,29.6
248,13,m,18,184.6,no_shakey_shakey,70.2,shakey,8,30.6,31.6
249,13,m,18,184.6,no_shakey_shakey,70.2,shakey,9,27.8,27.1
250,13,m,18,184.6,no_shakey_shakey,70.2,shakey,10,29.3,27.3
251,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,1,31.3,29.2
252,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,2,28.6,28.5
253,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,3,31.4,30.3
254,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,4,30.9,29.7
255,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,5,29.7,27.8
256,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,6,31.4,29.3
257,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,7,29.9,27.7
258,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,8,33,31.5
259,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,9,30.6,29.7
260,13,m,18,184.6,no_shakey_shakey,63.64,noshakey,10,30.8,29.4
261,14,m,19,177,no_shakey_shakey,60.2,shakey,1,23.8,23.3
262,14,m,19,177,no_shakey_shakey,60.2,shakey,2,24.6,23.1
263,14,m,19,177,no_shakey_shakey,60.2,shakey,3,27.8,27.3
264,14,m,19,177,no_shakey_shakey,60.2,shakey,4,30.6,28.1
265,14,m,19,177,no_shakey_shakey,60.2,shakey,5,26.8,27
266,14,m,19,177,no_shakey_shakey,60.2,shakey,6,30.7,29.2
267,14,m,19,177,no_shakey_shakey,60.2,shakey,7,29.8,28.7
268,14,m,19,177,no_shakey_shakey,60.2,shakey,8,30,29.1
269,14,m,19,177,no_shakey_shakey,60.2,shakey,9,29.1,28.2
270,14,m,19,177,no_shakey_shakey,60.2,shakey,10,33.8,33.4
271,14,m,19,177,no_shakey_shakey,59.5,noshakey,1,30.4,30.8
272,14,m,19,177,no_shakey_shakey,59.5,noshakey,2,30.2,31
273,14,m,19,177,no_shakey_shakey,59.5,noshakey,3,30,29.4
274,14,m,19,177,no_shakey_shakey,59.5,noshakey,4,29.8,28.6
275,14,m,19,177,no_shakey_shakey,59.5,noshakey,5,29.6,28.5
276,14,m,19,177,no_shakey_shakey,59.5,noshakey,6,32.9,31.9
277,14,m,19,177,no_shakey_shakey,59.5,noshakey,7,30.9,31.5
278,14,m,19,177,no_shakey_shakey,59.5,noshakey,8,34.3,33.8
279,14,m,19,177,no_shakey_shakey,59.5,noshakey,9,30.3,30.2
280,14,m,19,177,no_shakey_shakey,59.5,noshakey,10,30.1,29.4
281,15,m,19,186.5,no_shakey_shakey,85.6,shakey,1,29.2,28.7
282,15,m,19,186.5,no_shakey_shakey,85.6,shakey,2,28.5,27.9
283,15,m,19,186.5,no_shakey_shakey,85.6,shakey,3,30.9,30.5
284,15,m,19,186.5,no_shakey_shakey,85.6,shakey,4,32.4,31.8
285,15,m,19,186.5,no_shakey_shakey,85.6,shakey,5,32.5,31.3
286,15,m,19,186.5,no_shakey_shakey,85.6,shakey,6,32,30.8
287,15,m,19,186.5,no_shakey_shakey,85.6,shakey,7,34.1,33.4
288,15,m,19,186.5,no_shakey_shakey,85.6,shakey,8,31.6,30.3
289,15,m,19,186.5,no_shakey_shakey,85.6,shakey,9,34.4,32.9
290,15,m,19,186.5,no_shakey_shakey,85.6,shakey,10,35,33.4
291,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,1,28,28.2
292,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,2,28.3,27.3
293,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,3,28,27.7
294,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,4,27.8,26.7
295,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,5,28.2,26.2
296,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,6,29,27
297,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,7,23.9,23.5
298,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,8,28.2,27.3
299,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,9,32,29.9
300,15,m,19,186.5,no_shakey_shakey,84.5,noshakey,10,30.6,30.4
301,16,f,19,166.5,no_shakey_shakey,66,shakey,1,20.4,18.7
302,16,f,19,166.5,no_shakey_shakey,66,shakey,2,19.1,18.7
303,16,f,19,166.5,no_shakey_shakey,66,shakey,3,17.5,18.7
304,16,f,19,166.5,no_shakey_shakey,66,shakey,4,18.7,18.7
305,16,f,19,166.5,no_shakey_shakey,66,shakey,5,19.2,19.1
306,16,f,19,166.5,no_shakey_shakey,66,shakey,6,19.5,19
307,16,f,19,166.5,no_shakey_shakey,66,shakey,7,17.7,17.1
308,16,f,19,166.5,no_shakey_shakey,66,shakey,8,19,18.7
309,16,f,19,166.5,no_shakey_shakey,66,shakey,9,17.8,18.4
310,16,f,19,166.5,no_shakey_shakey,66,shakey,10,18,18.6
311,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,1,15.7,16.1
312,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,2,15.7,15.3
313,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,3,17.2,16.6
314,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,4,17.3,16.8
315,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,5,16.6,16.2
316,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,6,18.2,17.3
317,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,7,17.1,15.9
318,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,8,17,14.6
319,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,9,15,12.6
320,16,f,19,166.5,no_shakey_shakey,66.8,noshakey,10,15.9,14.9
321,17,m,18,183.5,no_shakey_shakey,87.4,shakey,1,29.7,29.1
322,17,m,18,183.5,no_shakey_shakey,87.4,shakey,2,30.9,30.8
323,17,m,18,183.5,no_shakey_shakey,87.4,shakey,3,30.1,30
324,17,m,18,183.5,no_shakey_shakey,87.4,shakey,4,31.8,31.9
325,17,m,18,183.5,no_shakey_shakey,87.4,shakey,5,30.1,30.2
326,17,m,18,183.5,no_shakey_shakey,87.4,shakey,6,30.7,30.6
327,17,m,18,183.5,no_shakey_shakey,87.4,shakey,7,29.4,29.9
328,17,m,18,183.5,no_shakey_shakey,87.4,shakey,8,30.3,29.7
329,17,m,18,183.5,no_shakey_shakey,87.4,shakey,9,30.8,31.5
330,17,m,18,183.5,no_shakey_shakey,87.4,shakey,10,32.7,32.9
331,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,1,48.7,29.4
332,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,2,28.8,28.1
333,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,3,27.5,28
334,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,4,30.1,29.7
335,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,5,30.4,30.5
336,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,6,29.2,29.2
337,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,7,28.8,28.1
338,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,8,27.7,27.8
339,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,9,28.1,29.6
340,17,m,18,183.5,no_shakey_shakey,87.9,noshakey,10,29.2,29.3
341,18,m,22,185,no_shakey_shakey,62.9,shakey,1,39.4,26.1
342,18,m,22,185,no_shakey_shakey,62.9,shakey,2,33.5,23.6
343,18,m,22,185,no_shakey_shakey,62.9,shakey,3,34.5,23.7
344,18,m,22,185,no_shakey_shakey,62.9,shakey,4,39.2,27.2
345,18,m,22,185,no_shakey_shakey,62.9,shakey,5,30,22.5
346,18,m,22,185,no_shakey_shakey,62.9,shakey,6,39.5,25.3
347,18,m,22,185,no_shakey_shakey,62.9,shakey,7,34.1,22.8
348,18,m,22,185,no_shakey_shakey,62.9,shakey,8,31.2,21.6
349,18,m,22,185,no_shakey_shakey,62.9,shakey,9,35.6,24.1
350,18,m,22,185,no_shakey_shakey,62.9,shakey,10,34.6,23.9
351,18,m,22,185,no_shakey_shakey,76.2,noshakey,1,27.6,27.8
352,18,m,22,185,no_shakey_shakey,76.2,noshakey,2,21.9,23.1
353,18,m,22,185,no_shakey_shakey,76.2,noshakey,3,28.2,28.1
354,18,m,22,185,no_shakey_shakey,76.2,noshakey,4,24.9,25.2
355,18,m,22,185,no_shakey_shakey,76.2,noshakey,5,25.4,25.4
356,18,m,22,185,no_shakey_shakey,76.2,noshakey,6,26.5,26.1
357,18,m,22,185,no_shakey_shakey,76.2,noshakey,7,25.9,27.5
358,18,m,22,185,no_shakey_shakey,76.2,noshakey,8,33.1,33.9
359,18,m,22,185,no_shakey_shakey,76.2,noshakey,9,26.2,27.3
360,18,m,22,185,no_shakey_shakey,76.2,noshakey,10,23.4,24.6
